OBS,ADJLEGRT,D79A,D8095,D83,D87,DDOCKM,DDOCKX,DELRFF,DEUC,DFMPRR,DFPDBT,DFPEX,DFPSRP,DGLPRD,DMPALT,DMPEX,DMPGEN,DMPINTAY,DMPRR,DMPTAY,DMPTLR,DMPTLUR,DMPTMAX,DMPTPI,DMPTR,DMPTRSH,DPADJ,DPGAP,DRSTAR,EBFI,EBFIN,EC,ECD,ECH,ECNIA,ECNIAN,ECO,EGFE,EGFEN,EGFET,EGFL,EGFLN,EGFLT,EGSE,EGSEN,EGSET,EGSL,EGSLN,EGSLT,EH,EHN,EI,EIN,EM,EMN,EMO,EMON,EMP,EMPN,EMPTRT,EX,EXN,FCBN,FCBRN,FGDP,FGDPT,FNICN,FNILN,FNIN,FNIRN,FPC,FPI10,FPI10T,FPIC,FPITRG,FPX,FPXR,FPXRR,FPXRRT,FRL10,FRS10,FRSTAR,FTCIN,FXGAP,FYNICN,FYNILN,FYNIN,GFDBTN,GFDBTNP,GFDRT,GFEXPN,GFINTN,GFRECN,GFSRPN,GFSRT,GTN,GTR,GTRD,GTRT,HGEMP,HGGDP,HGGDPT,HGPBFIR,HGPCDR,HGPKIR,HGYNID,HKS,HKSR,HLEPT,HLPRDT,HMFPT,HQLFPR,HQLWW,HUQPCT,HUXB,HXBT,HXBTR,JCCAN,JKCD,JRBFI,JRCD,JRH,KBFI,KCD,KH,KI,KS,LEG,LEH,LEO,LEP,LEPPOT,LEUC,LF,LFPR,LHP,LPRDT,LQUALT,LUR,LURNAT,LURTRSH,LWW,MEI,MEP,MFPT,N16,PBFIR,PCDR,PCER,PCFR,PCFRT,PCHR,PCNIA,PCOR,PCPI,PCPIX,PCSTAR,PCXFE,PEGFR,PEGSR,PGDP,PGFL,PGSL,PHOUSE,PHR,PIC4,PICNIA,PICX4,PICXFE,PIECI,PIGDP,PIPL,PIPXNC,PITARG,PITRSH,PKBFIR,PKIR,PL,PMO,PMP,POIL,POILR,POILRT,PTR,PWSTAR,PXB,PXNC,PXP,PXR,QEBFI,QEC,QECD,QECO,QEH,QKIR,QLEOR,QLF,QLFPR,QLHP,QLWW,QPCNIA,QPL,QPMO,QPXB,QPXNC,QPXP,QYNIDN,RBBB,RBBBP,RBFI,RCAR,RCCD,RCCH,RCGAIN,REQ,REQP,RFF,RFFALT,RFFFIX,RFFGEN,RFFINTAY,RFFMIN,RFFRULE,RFFTAY,RFFTLR,RFNICT,RFRS10,RFYNIC,RFYNIL,RG10,RG10P,RG30,RG30P,RG5,RG5P,RGFINT,RGW,RME,RRFF,RRFIX,RRTR,RSPNIA,RSTAR,RTB,RTBFI,RTINV,RTR,T47,TAPDDP,TCIN,TDPV,TPN,TRCI,TRCIT,TRFCIM,TRFPM,TRITC,TRP,TRPT,TRPTX,TRSPP,TRYH,UEMOT,UFCBR,UFNIR,UFTCIN,UGFDBT,UGFDBTP,UGFSRP,ULEG,UPCPI,UPCPIX,UPGFL,UPGSL,UPKBFIR,UPMP,UPXB,UQPCT,UVBFI,UXBT,UYD,UYHIBN,UYHLN,UYHPTN,UYHSN,UYHTN,UYL,UYNI,UYNICPNR,UYP,VBFI,WPO,WPON,WPS,WPSN,XB,XBN,XBO,XBT,XBTR,XFS,XFSN,XGAP,XGAP2,XGDI,XGDIN,XGDO,XGDP,XGDPN,XGDPT,XGDPTN,XP,XPN,YDN,YH,YHGAP,YHIBN,YHL,YHLN,YHP,YHPCD,YHPGAP,YHPNTN,YHPSHR,YHPTN,YHSHR,YHSN,YHT,YHTGAP,YHTN,YHTSHR,YKBFIN,YKIN,YMSDN,YNICPN,YNIDN,YNILN,YNIN,YNIRN,YPN,ZDIVGR,ZEBFI,ZECD,ZECO,ZEH,ZGAP05,ZGAP10,ZGAP30,ZGAPC2,ZLHP,ZPI10,ZPI10F,ZPI5,ZPIB5,ZPIC30,ZPIC58,ZPICXFE,ZPIECI,ZRFF10,ZRFF30,ZRFF5,ZYH,ZYHP,ZYHPST,ZYHST,ZYHT,ZYHTST,ZYNID
196801,0.16325171971498,0,0,0,0,1,0,0.606259915388684,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0.999999999997786,0,0,0,0.000311498833007,0,322.525,105.582,2814.28615168632,136.403,476.408,2844.601,536.297,2391.95344317521,375.24079927757,79.833,333.408083954797,473.191,46.576,445.035420583244,216.521638165373,39.544,212.48908807135,575.605,53.796,573.885586177093,268.597,38.268,35.364,8.438,243.89,44.399,164.116833107052,42.1507898271052,54.661078845,2.24821017289485,0.011846179484183,166.086,45.452,0.784,-6.086,21.937994333938,22.4498209300094,229.298,100.480554851107,128.817445148893,2.40081728904744,4.25625443488587,3.66258420855805,3.75164752481131,4.05780073016748,3.4000001,34.3007305322136,275.589596777438,249.422358161963,263.118389975773,6.66263347471154,5.33152421516253,2,0.256,-2.30626030519231,9.516,3.699,5.817,306.084,281.996,0.336582774990186,170.09712,20.465,153.09512,-17.002,-0.029365600385328,51.963,269.210444513522,-0.00157416717342,0.059720110953138,5.44916038691551,8.07589555313442,4.07493803121141,-0.88698610190767,-1.64636342417737,-1.32262927842607,-21.4439254613128,4.50999999999997,-0.051356086577281,1.96707153358092,2.77044088393948,1.883882888683,0.000582207926546,-0.492282567339,-0.000336536110299,-0.17029181897,4.24522985018141,0,109.496,99.2481716846926,0.072757424646358,0.188975067988454,0.016991436945459,5449.4279297163,534.480589485011,5703.93224726514,877.459,34.8874733426102,10.4533186813187,76.0770899891369,2.5547713078182,63.069,61.0462931156525,0,79.1472755660815,0.596658798586781,118.899702085402,26.2997501587001,1.05679100488591,3.87907929235193,5.5029567879648,6,1.88523208050551,0.985681177365383,0.991411586952658,35.1065579428349,132.650814424502,1.60617696183503,3.14441026728893,0.481561712846348,0.941561712846348,0.94523401316619,0.837770470937633,18.856,0.842936715793046,34.1969230769231,35.6615384615385,18.856,19.85,1.04385286886159,0.896078763686741,19.302,9.843,9.349,13.8319150105439,0.699560858723333,3.37152568389891,4.24390193758715,3.77999686307315,4.53951573955909,8.32633368646056,4.33382716364097,11.58847121532,3.96149970518245,2,2.5,0.80711862500322,1.11528275443532,358.921692716667,25.6834043340396,4.113,2.17960000038147,0.096772188446542,0.089291086133085,1.6827,1.64597317158894,22.523,23.6321402816833,20.3813575648303,1.34259947665208,326.181473778464,2805.20044220283,141.925449376178,2402.4175302401,291.037856361726,0.188358339364977,0.046305500451556,79.0196690073795,0.595696825158607,119.891328064328,1.88967633577319,18.6815139036579,359.877841904663,31.5932783951809,22.4631592828076,23.8899061807799,20.3294900272118,24.7874715563401,6.65130281448364,1.04020391338474,7.89906178641682,9.91,26.343446730609,6.38193329908737,12.4044768725373,8.19676655751624,4.69094331591218,4.76814516129032,4.76814516129032,4.76814516129032,4.76814516129032,4.76814516129032,0.12691,4.76814516129032,4.76814516129032,4.76814516129032,0.002025950173011,2.25490405906592,4.20080519847436,3.719120441589,5.6110989010989,1.46832701338932,5.45566114285714,1.52629621625502,5.60977096774194,1.06877254392819,0.068134451095678,0.053159125140448,6.78901039375054,1.05783938881009,1.05783938881009,2,11.8909406783192,1.35,5.04846153846154,0.150058205445974,0.092490463838465,3.6827,85,0,36.2,0.690910021951719,78.848,0.368924716936906,0.345622579850108,0.527999997138977,22.8,3.14405958840283,0.121201128267402,0.137371971875902,0.137371971875902,0.019933928797958,0.121311707453667,0.045413582055886,-0.008906506029936,0.002640039157199,0.002608970373918,0.981675701217203,0.921302648946041,0.041838205296535,0.262128831200685,1.81358310760093,1.7965510559969,0.721239328982091,0.685041805003918,0.502509153213791,1.88704349388886,1.16687389907782,0.918936671734113,0.251762452968337,1.52606887990156,1.00045536902529,0.012641482669095,0.926165458275263,1.01270970439484,0.000466617757946,0.970998595154244,0.969127499955819,1,-0.081046903023685,1.00299820964053,0.84309242987512,13605.1230377599,2565.382,3497.16801018244,659.426,3118.055,702.564,3153.11197428658,3033.87962218998,1,4698.988,900.949,3.93002910282019,2.6109693284126,4682.769,904.131,4750.79478794201,4709.993,909.387,4629.90927679165,893.665088606324,4145.82785917104,844.976,623.954,3486.63036574692,-1.08099940793186,11.496,2204.88503921766,473.152,1014.15941223142,28.2290636793324,-4.92332585312142,35.8690217652389,0.290870928617683,176.81,0.740262324327641,74.194,267.585914297836,8.74089772837522,50.456,0.076746281144865,183.121935368065,18.1868125373507,0,98.123,24.876,510.872,800.452,117.754,702.518,3.5557643079821,-0.001378522049741,0.011347748264431,0.005940209529708,0.004738002861335,0.830149123759815,0.415164623758701,0.222837688880567,0.152385823607788,0.000603689518423,2.09722572263631,2.09722572263631,2.46406006823634,2.73743114760013,1.94983790125308,3.57345131543528,2.59363801750017,5.74312000746273,4.14277188770958,3.92936492660212,4.54099842381374,3476.70627417176,1051.48620002297,0.305549832466308,0.748307963981006,252.783945439435,0.070322791794164,0.008906015319171
196802,0.16412988572775,0,0,0,0,1,0,1.20209293394777,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0.999999999994636,0,0,0,-0.001418348502991,0,318.584,105.299,2854.78652969858,139.309,480.14,2887.917,550.014,2428.69284720597,369.119402085786,79.526,333.773223312792,479.507,47.628,445.928877544332,223.026525531278,40.996,214.611503977591,582.408,55.487,580.753513620921,275.15,39.563,61.941,14.082,247.61,45.416,166.771707720926,43.1441681454862,54.4281709275,2.27183185451385,0.011827088889738,168.865,47.165,1.316,-6.433,22.35206610867,22.7817576079707,232.256,103.107543535648,129.148456464352,-0.190044527880755,4.27695361601003,1.57105233700178,3.90275182314346,1.94058052724664,3.4000001,34.3121631379463,277.000855656596,247.895751951007,263.118389975773,6.66817248940207,5.62776226894652,2,0.256000000000002,-1.90413506641641,9.987,3.987,6,303.668,278.229,0.325006635671658,175.54564,21.307,156.89364,-18.652,-0.029365600385328,55.714,285.434704646754,0.000216592640362,0.060672993593035,4.73344235123444,6.62801924401464,4.03634001733107,-0.881287971403817,-1.66505921651883,-1.49621451473441,16.7736357689141,4.70000000000006,-0.003002196863024,2.01993753929131,2.71112559217375,1.781362788914,0.000655783908389,-0.515952772932,-0.000365224758052,-0.178770341202,4.21511035853307,0,111.946,100.762743329749,0.071066003275063,0.188524607463925,0.01701128335889,5510.6673489128,544.117153652574,5748.4619453356,892.945,35.2998189406633,10.5491318681319,76.9400092343748,2.96887736624292,63.422,61.3963842994681,0,79.8878873250785,0.599601484578849,119.816285998014,26.508728594163,1.05697635536523,3.69001883690858,5.45337279908781,6,1.8891912269877,0.984316879547089,0.99161876702921,35.3099294737129,133.234972527112,1.60439575675316,3.13150296603496,0.47597231213585,0.937901498929336,0.945441624037574,0.835476927922726,19.049,0.84411975748858,34.5276923076923,36.0276923076923,19.049,20.081,1.04581167024999,0.89226978038743,19.519,9.932,9.53,13.962305223437,0.698266303916799,3.93387167175905,4.07337644909234,4.28979485847831,4.62803489884927,8.17945860917293,4.47185307181179,7.08043650292538,4.68342713701144,2,2.5,0.808467572664316,1.10678759411503,365.331561827293,25.8701962911377,4.174,2.23699998855591,0.098208797460528,0.089754685205689,1.6827,1.64395818934891,22.778,23.9104650117941,20.6010227320292,1.35570939187294,332.273989733857,2861.06335729111,144.906083067997,2446.82534302445,293.936332771454,0.18965964255408,0.045927837473134,79.4555997771293,0.596356934444978,121.058967316574,1.88725540392956,18.8463512292627,367.29390311136,31.6046741104404,22.6563039702269,24.1251368394829,20.5163600717502,26.1416697746935,6.84463596343994,1.09991068871467,7.8721372525008,9.95,26.2667035023228,6.64753454029861,3.63366829955116,8.15870380505482,4.57470066614144,5.9702380952381,5.9702380952381,5.9702380952381,5.9702380952381,5.9702380952381,0.12691,5.9702380952381,5.9702380952381,5.9702380952381,0.002054820336709,2.93568307319009,4.35546755750159,3.96793191071443,5.74472527472527,1.21655089655141,5.47140797802198,1.33531084848817,5.78187096774194,0.607602599260618,0.069611609884868,0.056159205240073,7.13388244573013,1.76990538389306,1.76990538389306,2,11.9841482905876,1.35,5.52215384615385,0.148993395767978,0.093634025132104,3.6827,86,0,36.808,0.687043090015339,81.969,0.360459878175373,0.346031042891213,0.527999997138977,22.8,3.08270828202393,0.122958602782015,0.137371971875902,0.137371971875902,0.020018489284972,0.123020792373428,0.045811768622416,-0.009194658224621,-0.00020339888508,0.002507001978181,0.955218164055263,0.916227590658219,0.040795081897032,0.263339413791446,1.81257243465233,1.79411843571995,0.720673273013549,0.691503855398623,0.503907822780849,1.86589182894655,1.16696552077463,0.918601114591132,0.253632147442331,1.52616461793228,1.0004747151709,0.012747981471492,0.926411090245653,1.01272130706951,0.000479781174507,0.968051118210863,0.968821898648838,1,-0.081164967078507,1.00293931433586,0.85780461976936,13725.3871594309,2614.549,3939.42989133288,750.422,3174.252,722.713,3209.11930848471,3071.58382629856,1,4746.103,920.262,4.47767308215998,3.01679915565229,4753.426,927.464,4829.16233457988,4788.688,934.344,4687.7425567099,915.000469644205,4186.99115679795,862.563,640.688,3551.88528115297,-0.883727311450196,11.911,2234.83527070493,485.432,1033.91703758858,28.7283316848194,-4.04907947158195,38.3316272068299,0.291089648383283,180.87,0.741724096694747,76.781,283.132972859468,10.1960931673458,53.934,0.079713433978803,185.980298739917,18.8795512940282,0,102.114,25.804,523.992,821.518,119.576,722.353,3.82199642495801,-0.002098240822569,0.009802975620854,0.005664133493893,0.004910671136476,0.8562620692332,0.426506626361723,0.229263156517211,0.165456839205652,0.00063855827632,2.10637841649384,2.10637841649384,2.53575724406969,2.86263026158966,1.8874048391086,3.5380488912387,2.99419919656725,6.23600579137492,4.52817437817387,4.13609712953381,5.17426836848132,3517.91862818222,1057.09531775748,0.303117974491871,0.748307963981006,262.685546777451,0.071986398881066,0.006601349496321
196803,0.164991434937091,0,0,0,0,1.03721904754639,0.030411,-0.026878720238095,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0.002324089607211,0,322.948,107.609,2895.78139747561,145.579,486.564,2942.042,566.122,2463.27620737101,365.384084130778,79.045,333.82995956177,480.3,49.492,446.506510471834,226.975024456472,41.64,216.656019643495,589.44,57.192,587.616076570645,280.715,40.394,33.813,7.681,262.491,48.24,176.280106678902,45.7397498091917,60.7889664675,2.50025019080828,0.011854854215368,180.873,49.891,0.556,-7.347,22.8901361184294,23.118349496739,235.338,106.181079517905,129.156920482095,-0.310186106361172,4.29490884341942,3.28502168446547,4.06471768839133,1.6757388495046,3.4000001,34.3193225401823,279.650240493358,249.99827321346,263.118389975773,6.61024621120148,5.51386462944738,2,0.268000000000001,-0.992057212674739,10.389,4.137,6.252,311.406,286.09,0.327511371703521,179.0388,21.754,168.9488,-10.09,-0.029365600385328,57.204,290.287222165838,-0.000339424304879,0.061652303618234,8.68115540303317,3.08793879948297,3.93083936320652,-0.849173091736674,-1.68499420346793,-1.5736800855538,0.149191231041934,4.86000000000004,0.444982822752559,2.0562226069205,2.61551546762602,1.64197944658,0.000686530805792,-0.553783080497,-0.000393743780787,-0.187115630843,4.11795499404952,0,114.534,102.334416231574,0.070736735923916,0.188074232809275,0.017031072432516,5572.75368343657,554.92829959468,5794.16507739396,901.398,35.7313278490552,10.6570652173913,77.0901032005901,2.72003798319879,63.713,61.6624081325537,0,80.0229383283395,0.597945908469844,120.481628599801,26.7007203052664,1.05715936257366,3.6649930495126,5.54426137246755,6,1.89100542432159,0.985242721573615,0.986849025336789,35.4712719130864,133.829728065403,1.60589186826438,3.12527278395511,0.474021177049988,0.934597389805467,0.945823171741992,0.83206900135093,19.246,0.845144685168874,34.9969696969697,36.5287878787879,19.246,20.305,1.04261766929602,0.884164252460952,19.706,10.304,9.705,14.1253897676454,0.693619753859228,4.04368039788083,4.11545607105932,4.50334534225425,4.43722670317541,7.69330658300502,3.81392309432371,7.94989714413568,0.540094033955363,2,2.5,0.81268976716405,1.10052196899405,372.665067046363,25.9471988478584,4.113,2.26360011100769,0.098674808675139,0.090503583860351,2.5154,1.64189449000461,22.94,23.9427715663625,20.7491207104821,1.32945392650131,339.717261530221,2900.44189756349,145.315037311739,2477.49430954428,294.058201158709,0.187716056462539,0.045498542316841,79.9015301553916,0.597038724582505,121.823204274974,1.88465092027837,19.0381748574968,373.05352294659,31.5477564015066,22.9161128690575,24.4089027845338,20.7333435523853,26.3374140634239,6.68463563919067,1.22463563919067,7.77715210555949,10.14,26.5458635892595,6.92932185628197,4.2807441088632,7.9248680301286,5.40176632324652,5.943359375,5.943359375,5.943359375,5.943359375,5.943359375,0.12691,5.943359375,5.943359375,5.943359375,0.002087556343914,2.71287114261028,4.47308142739047,4.01231554757163,5.46,0.300288699909074,5.26524998913044,0.404640604448997,5.441109375,-0.240466282558097,0.071637446158305,0.053049818326002,7.33333269755046,1.53846960010874,1.53846960010874,2,10.599348002507,1.35,5.19848484848485,0.146524484430109,0.093010656202496,4.5154,87,0,36.848,0.699977894648829,92.193,0.358991845522832,0.346447617828388,0.527999997138977,22.8,3.11430920561223,0.134776023834654,0.137371971875902,0.137371971875902,0.02019689944091,0.134831805757258,0.046220077888566,-0.010321486442987,-0.000326228387307,0.002610991494793,0.993940241212584,0.918704199662177,0.04197176136513,0.266000446505271,1.81840224966069,1.7990045741831,0.738261367522375,0.695344193692221,0.506067552382832,1.81701705173049,1.16411245305998,0.918239492313171,0.255495496668208,1.52581481786228,1.00051151131565,0.012927720663634,0.927076108965622,1.01262209194221,0.000513405866567,0.964897559611216,0.967846706467619,1,-0.082286435463939,1.00310030732422,0.882432592386221,13862.1791541099,2667.915,3952.11472513769,760.624,3197.28,733.365,3252.76730403743,3102.94715823497,1,4817.389,943.145,4.82831766583103,3.28620117784568,4817.944,949.278,4890.1086955556,4825.799,950.825,4734.52275307856,932.985053721662,4263.79995733055,884.701,649.389,3559.87699563024,-1.43096552711213,12.292,2241.36821582472,498.601,1031.71671911759,29.2462970088259,-3.69160976993636,38.3679265789961,0.289818080901116,185.162,0.737676184944761,68.831,286.792060687935,9.01140968307009,55.196,0.080562351182351,186.271945770239,19.1426293805061,0,102.643,26.516,537.821,840.996,122.292,741.25,3.61233465861767,-0.003148359989194,0.008802725324662,0.006179481889973,0.005138340636121,1.42340852339346,0.722761861333101,0.387271546466692,0.188435507295053,-0.000344628817042,1.99431886631682,1.99431886631682,2.40155969166805,2.71679548477847,2.74214828224835,3.99985320849778,3.08522234536676,6.68901747105454,5.15971130009093,4.86060938468144,5.6815756575581,3553.68207733328,1058.48794743106,0.300716967959851,0.748307963981006,271.665791766822,0.07362004481132,0.003552130308705
196804,0.165835756645873,0,0,0,0,0.979823708534241,-0.045147,-0.096585181451613,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0.002422155921156,0,331.761,112.182,2921.70017401312,144.721,493.925,2955.313,574.977,2474.97252847582,366.365274344135,80.425,333.583615850016,472.319,49.324,446.763091648716,228.295367927791,42.723,218.620579433084,595.565,58.875,594.466717877386,284.603,42.572,28.094,6.007,260.279,48.17,174.905252027721,45.6540618546866,59.394196065,2.5159381453134,0.011870363636898,176.853,49.116,-0.204,-7.421,23.4877847701546,23.4593597711349,238.678,109.387,129.291,-0.799853003209198,4.33858913605202,3.59479304394966,4.23761119005347,4.04755202994043,3.4000001,34.281195097297,279.963147846757,258.061330661188,263.118389975773,6.80845422744144,5.81109410788971,2,0.272000000000006,0.121093637412334,10.516,4.245,6.271,314.219,288.885,0.324596345154592,182.211,22.396,172.886,-9.325,-0.029365600385328,59.019,295.39039039039,-0.000702036415738,0.062657285159923,6.88456835558297,1.57012533235914,3.74441848038336,-0.81522642328293,-1.70601167006579,-1.81738817756452,-1.93690577137076,4.72000000000001,0.273136321667187,2.11680259885457,2.42112616922779,1.490967411849,0.000777223508784,-0.598286910647,-0.000421990410075,-0.195223377052,3.93964185743536,0,117.45,104.949176535385,0.07185572148281,0.189122048041233,0.017101602201807,5636.94273993014,564.871255460834,5840.54345083266,908.421,36.155454946271,10.7377826086957,77.4941188131697,2.40133620447404,64.355,61.9865649802732,0,80.3424478080182,0.597629075672697,121.191658391261,26.8155397722704,1.05734073772617,3.54523551691468,5.56972879908746,6,1.88317393195962,0.983491459632547,0.982318301127211,35.540456662795,134.435306243398,1.60810826162506,3.11927642736009,0.469623210982378,0.934767792814721,0.946399982505171,0.829333470373606,19.459,0.846029590538724,35.4318181818182,37.0636363636364,19.459,20.542,1.0439848660132,0.889983750850735,19.98,10.443,9.888,14.321168643169,0.711362496244095,4.29865466044916,4.40257641672393,4.66727810047896,4.64176384214063,7.00164872788527,5.52344612804987,8.36762483837674,7.04420788648079,2,2.5,0.811800589619156,1.08954228061896,380.542982744805,26.102167502352,4.236,2.16720008850098,0.0932129070323,0.091568758912918,2.5154,1.6397893875627,23.25,24.368150798238,21.0272541481683,1.32114254216212,348.567000050835,2948.11388660033,150.089174012115,2515.58075569408,286.181631239496,0.186849727808834,0.045105189660632,80.3673854626657,0.597814574968562,122.503125319054,1.88180912587623,19.3123585464954,380.208156263269,31.2563313852544,23.2704748782147,24.7844863968443,21.0408178455729,26.5643813675345,6.84796905517578,1.07720818561056,7.17052935467201,10.15,25.7481754718019,6.01812804863627,9.57828311785862,7.36696048750498,4.49618601991947,5.84677419354839,5.84677419354839,5.84677419354839,5.84677419354839,5.84677419354839,0.12691,5.84677419354839,5.84677419354839,5.84677419354839,0.00208254386175,2.78273128939597,4.46846663097332,3.99788740072488,5.77076086956522,0.571906641996389,5.6243235,0.742786847614629,5.72544838709677,-0.026299470085544,0.071918973943983,0.056512285722098,7.35018069502236,1.28513889761729,1.28513889761729,2,10.8648472189896,1.35,5.58515151515152,0.142852540581161,0.088419741664456,4.5154,88,0,37.748,0.688298502368032,96.214,0.362578042455096,0.346852506575308,0.527999997138977,22.8,3.12411348742712,0.137742750588757,0.137371971875902,0.137371971875902,0.019788962764823,0.137710615056078,0.046638389339881,-0.010204219460819,-0.000826268817298,0.002612621265969,0.978950106783851,0.919374703630271,0.040209497639536,0.269635500306655,1.82084475984471,1.80428567635266,0.73588187022125,0.696772951522333,0.504817125184593,1.95459571198614,1.16366366366366,0.917852085799928,0.257351809683989,1.52425831844118,1.00053832544495,0.013162815202008,0.92757628784864,1.01282941293597,0.000541671467697,0.959657059590979,0.966485618256057,1,-0.08232699399812,1.00293655816318,0.909438503488934,14110.1392671771,2745.692,4368.1792486767,850.004,3209.908,746.379,3284.98742922051,3127.94914813898,1,4845.759,962.024,5.02048702342135,3.44356466796512,4850.565,969.186,4931.98487134019,4844.779,968.03,4767.80250871183,952.606941240624,4289.64711057422,901.995,661.666,3571.21581236798,-1.50548595783674,12.742,2262.01295918526,510.461,1018.13959196683,29.8273961032141,-4.37654130730681,35.8308849286845,0.28509606964686,188.207,0.737126670250176,71.889,291.06326121589,8.00524240296808,56.638,0.081502568455221,186.155032536999,18.6027584310831,0,104.11,26.8,550.317,858.007,123.885,757.524,3.46451171767126,-0.002132758084034,0.010385990486509,0.005937732921216,0.004748894361378,1.53575179105837,0.780924080643848,0.41836597693424,0.258853318177798,-0.000453733909347,2.89407959354604,2.89407959354604,3.31402933232139,3.43675569994137,2.75354903241449,4.06357963671902,3.46791284930988,7.20729984073095,5.19885422756883,4.88153665238537,5.75174785718232,3579.72404903188,1055.42759364601,0.297850482203561,0.748307963981006,279.159310980527,0.07523240912408,0.001747018332422
